,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
1163,"1,07983850390578E+018","1,07983850029448E+018",2018-12-31,teacher_toni,"2/ Mixed because, as usual, I tried very hard to hide it. Good because, I realized that April/May & July/August are habitually bad times for me. I don't know why. Mixed because I know that  is always right around the corner.",['#depression'],"2/ Mixed because, as usual, I tried very hard to hide it. Good because, I realized that April/May & July/August are habitually bad times for me. I don't know why. Mixed because I know that #depression is always right around the corner.",1
1164,"1,07983850029448E+018","1,07983850029448E+018",2018-12-31,teacher_toni,"1/ I've been thinking about 2018 & the good (& bad) things that happened. In the good category, I got a job after a 2nd long period of unemployment. In the great category, I adopted 2 adorable kittens. In the mixed category, I survived 2 fairly serious relapses into .",['#depression'],"1/ I've been thinking about 2018 & the good (& bad) things that happened. In the good category, I got a job after a 2nd long period of unemployment. In the great category, I adopted 2 adorable kittens. In the mixed category, I survived 2 fairly serious relapses into #depression.",1
1171,"1,07983681796745E+018","1,07983681796745E+018",2018-12-31,bizlligence," jump, but remain on track for their worst December since the","['#stocks', '#great', '#depression']","#Stocks jump, but remain on track for their worst December since the #Great #Depression",1
1181,"1,07983329471021E+018","1,07983329471021E+018",2018-12-31,vectorofcruelty,Looking forward to another shitty year.   ,"['#newyeareve', '#fucknewyears', '#depression']",Looking forward to another shitty year. #NewYearEve #fucknewyears #depression,1
1207,"1,07982629997838E+018","1,07982629997838E+018",2018-12-31,cocoafly,"Ive kept a  since I was 7 years old. Theres a sweet story behind my 1st one in my poem The Gift from my book. Journaling has blessed me, inspired me, saved me during battles w/, helped me figure things out.","['#journal', '#depression', '#purpleroseblooms']","Ie kept a #journal since I was 7 years old. Theres a sweet story behind my 1st one in my poem The Gift from my book. Journaling has blessed me, inspired me, saved me during battles w/ #depression, helped me figure things out. #purpleroseblooms pic.twitter.com/dak8NyAzvK",1
1220,"1,07982407991239E+018","1,07982407991239E+018",2018-12-31,jfclaude,"If  is genetic, Ive been slugging it out with the Black Dog for 17,167 days... and still .","['#depression', '#winning']","If #depression is genetic, Ive been slugging it out with the Black Dog for 17,167 days... and still #winning.",1
1235,"1,07982213659484E+018","1,07982213659484E+018",2018-12-31,glass1ncision,"3 weeks -  tapering (long)

The last 4 days my mental health has went downhill rapidly, never in my life have I fought  to this scale. It's started interfering in my life 4 days ago & it's taken over. I have no life. I constantly am scared, fearful.. cont.","['#effexor', '#depression']","3 weeks - #Effexor tapering (long)

The last 4 days my mental health has went downhill rapidly, never in my life have I fought #depression to this scale. It's started interfering in my life 4 days ago & it's taken over. I have no life. I constantly am scared, fearful.. cont.",1
1242,"1,07982014739575E+018","1,07981992000992E+018",2018-12-31,sarahjb13,and which also provides an endless number of self-created problems to solve erstwhile imagining an elusive world free from existential dread and envying those who live there but knowing it shall forever remain a shapeless mist right beyond your grasp   2/2,"['#anxiety', '#depression']",and which also provides an endless number of self-created problems to solve erstwhile imagining an elusive world free from existential dread and envying those who live there but knowing it shall forever remain a shapeless mist right beyond your grasp #Anxiety #depression 2/2,1
1245,"1,07981717264033E+018","1,07981717264033E+018",2018-12-31,crothershat,"7pm, December 31st. Fuck off, 2018. You've been a truly shit year.

Nearly time to zopiclone the rest of you to oblivion. ",['#depression'],"7pm, December 31st. Fuck off, 2018. You've been a truly shit year.

Nearly time to zopiclone the rest of you to oblivion. #Depression",1
1246,"1,07981681690882E+018","1,07981681690882E+018",2018-12-31,c_earnhart,Been fighting off some  the last few days.. it sucks,['#depression'],Been fighting off some #depression the last few days.. it sucks,1
1259,"1,07981427109624E+018","1,07981427109624E+018",2018-12-31,incupunk,I'm serious.. Sometimes you just need a friend..,"['#beafriend', '#depression']",I'm serious.. Sometimes you just need a friend.. #beafriend #depression,1
1267,"1,07981114725411E+018","1,07981114485083E+018",2018-12-31,beastmorphersx,So far my  goals is to return to the  with a new membership to start working off not only my  but getting myself in shape. This also means that I need to start eating more healthier as well.,"['#january2019', '#ymca', '#depression']",So far my #January2019 goals is to return to the #YMCA with a new membership to start working off not only my #depression but getting myself in shape. This also means that I need to start eating more healthier as well.,1
1275,"1,07980709377812E+018","1,07980709377812E+018",2018-12-31,beastmorphersx,As  comes closer to a close I want to continue to look forward to the future rather then live in the past like I have been for years due to my huge guilt over past actions including  attempt and .,"['#lastdayof2018', '#suicide', '#depression']",As #LastDayof2018 comes closer to a close I want to continue to look forward to the future rather then live in the past like I have been for years due to my huge guilt over past actions including #suicide attempt and #depression.,1
1283,"1,07980540214396E+018","1,07980540214396E+018",2018-12-31,healthibadan,"Don't die in silence, Talk to someone today about those issues bothering you .... kills faster than AIDS",['#depression'],"Don't die in silence, Talk to someone today about those issues bothering you ....#Depression kills faster than AIDS",1
1285,"1,07980407860617E+018","1,07980407860617E+018",2018-12-31,qhuessin,He thinks I want to cuddle. I really want to just not be sad so I'm going to sleep... ,['#depression'],He thinks I want to cuddle. I really want to just not be sad so I'm going to sleep... #depression,1
1334,"1,0797870288401E+018","1,0797870288401E+018",2018-12-31,lowerdepression,"No one realizes how strong someone with  has to be just to do daily stuff like shower, brush hair or get out of bed.",['#depression'],"No one realizes how strong someone with #depression has to be just to do daily stuff like shower, brush hair or get out of bed.",1
1341,"1,0797858933414E+018","1,0797858933414E+018",2018-12-31,torie_sweetcake,Feel soo crappy right now. I'd love a chill night with a take away and a night lying in bed  ,"['#depression', '#anxiety']",Feel soo crappy right now. I'd love a chill night with a take away and a night lying in bed #depression #anxiety,1
1352,"1,07978431875776E+018","1,07978431875776E+018",2018-12-31,noemztar,"I feel alone even if I'm not alone­
 attacks atm. Someone can help me?",['#depression'],"I feel alone even if I'm not alone
#depression attacks atm. Someone can help me?",1
1371,"1,07977955720346E+018","1,07977955720346E+018",2018-12-31,maryjoalva,I dont believe in New Years resolutions BUT there IS one thing that I am making happen next year. I will be getting the fuck out of . I hate this state. I know moving wont completely cure me from my  but I know itll definitely help.,"['#florida', '#depression']",I don’t believe in New Yearβ€™s resolutions BUT there IS one thing that I am making happen next year. I will be getting the fuck out of #Florida. I hate this state. I know moving wonβ€™t completely cure me from my #depression but I know itβ€™ll definitely help.,1
1385,"1,07977605126026E+018","1,07977605126026E+018",2018-12-31,terencehiller39,"2018 is almost over...Whatever.
I haven't had a good year in 3 f|CENSORED|ing years!
STILL UNEMPLOYED!!!
Unemployment sucks! It's like your whole life is suspended!
Everything is joyless, & you're just surviving w/ no hope that things will get better again.",['#depression'],"2018 is almost over...Whatever. 
I haven't had a good year in 3 f|CENSORED|ing years!
STILL UNEMPLOYED!!!
Unemployment sucks! It's like your whole life is suspended!
Everything is joyless, & you're just surviving w/ no hope that things will get better again. #Depression",1
1386,"1,07977565429857E+018","1,07977565429857E+018",2018-12-31,bluegirlseeking,"This is it. 2019 *has* to be the year that I take control of my life. On the outside I look successful and happy, but on the inside I feel empty, lost, emotionless, unambitious and lazy. I procrastinate because I don't care about anything. Time to change.  ","['#anxiety', '#depression']","This is it. 2019 *has* to be the year that I take control of my life. On the outside I look successful and happy, but on the inside I feel empty, lost, emotionless, unambitious and lazy. I procrastinate because I don't care about anything. Time to change. #anxiety #depression",1
1403,"1,07976980828197E+018","1,07976980828197E+018",2018-12-31,valariejward,"As someone who's been dealing with  and  nearly all my life, I have always hated inspirational quotes or advice that don't apply to people like me. ""Don't Worry, Be Happy""? Wow, why didn't I think of that? π¤¦πΌβ€β™€οΈ","['#anxiety', '#depression']","As someone who's been dealing with #anxiety and #depression nearly all my life, I have always hated inspirational quotes or advice that don't apply to people like me. ""Don't Worry, Be Happy""? Wow, why didn't I think of that? π¤¦πΌβ€β™€οΈ",1
