,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
2222,1079146075733274624,1079146075733274624,2018-12-30,dailydoseoftia_,Craziest thing happened to me today. As I was checking out a customer she stops me says everything you’re worrying about it’s going to be okay. Whoever is sick will be okay. Little did she know I have a close love one in the hospital rn. Vibes and energy are real,[],Craziest thing happened to me today. As I was checking out a customer she stops me says everything you’re worrying about it’s going to be okay. Whoever is sick will be okay. Little did she know I have a close love one in the hospital rn. Vibes and energy are real,1
2223,1079145904588738560,1079145901644337152,2018-12-30,petrithelabrat,"~When I finally do get the chance to socialize,  I'm exhausted and struggle to keep up with conversations. Big groups only make things even worse. I get frustrated and isolate myself because trying to keep up drains what little energy I have left.~",[],"~When I finally do get the chance to socialize,  I'm exhausted and struggle to keep up with conversations. Big groups only make things even worse. I get frustrated and isolate myself because trying to keep up drains what little energy I have left.~",1
2224,1079143419996340224,1079143419996340224,2018-12-30,iriscallingway,"It's just this job has worn me down so much. Most of the girls are in their early 20's, like I've told you before, and I have a lot of energy, or at least force myself, most of the time, but I think combined with the bus, it's a little too much. But the owner likes me--everyone",[],"It's just this job has worn me down so much. Most of the girls are in their early 20's, like I've told you before, and I have a lot of energy, or at least force myself, most of the time, but I think combined with the bus, it's a little too much. But the owner likes me--everyone",1
2231,1079103572187537408,1079103572187537408,2018-12-29,thehatterqueen,I’m big on positive thoughts and energy and I wasn’t gonna share the best news of my life with people who could and would have had terriblr thoughts about me or my little family.,[],I’m big on positive thoughts and energy and I wasn’t gonna share the best news of my life with people who could and would have had terriblr thoughts about me or my little family.,1
2233,1079097680478068743,1079097680478068743,2018-12-29,coffeeftwords,How do people have so much energy? I’ve been awake for a little over ten hours and I’m ready for bed. Loool,[],How do people have so much energy? I’ve been awake for a little over ten hours and I’m ready for bed. Loool,1
2234,1079090078956376064,1079090078956376064,2018-12-29,tiribr_23,"Saturday cleaning cause i have a little energy *gets on Xbox""",[],"Saturday cleaning cause i have a little energy *gets on Xbox""",1
2237,1079078600937275393,1079078600937275393,2018-12-29,blearstnp,Actually starting to feel a little bit human! My cough is still there but I have more energy and I’ve shaved my legs 😂,[],Actually starting to feel a little bit human! My cough is still there but I have more energy and I’ve shaved my legs 😂,1
2242,1079067755817721856,1079067755817721856,2018-12-29,v0id__,"I will always be honest with you, because I want to help you, and that takes your honesty.

Today is the worst I’ve felt in a while. 

I feel numb, drained. I have little to no energy and I have barley moved off the sofa. I feel crippled. 

If you need a chat. We are a DM away.x",[],"I will always be honest with you, because I want to help you, and that takes your honesty.

Today is the worst I’ve felt in a while. 

I feel numb, drained. I have little to no energy and I have barley moved off the sofa. I feel crippled. 

If you need a chat. We are a DM away.x",1
2248,1079023337890873346,1079023337890873346,2018-12-29,thepiemxker,my cousin and her kids are visiting and i do not have the energy to deal with two little girls who inexplicably love me,[],my cousin and her kids are visiting and i do not have the energy to deal with two little girls who inexplicably love me,1
2249,1079014186120826882,1079014186120826882,2018-12-29,j_davis614,"Oh right. Aquaman. Liked it! Not dark trash like rest of DCEU, gave me Ragnarok energy (in feel not look). For me, I thought the music was a little weak and I didn't catch a specific theme but I'll have check. 

Hopefully this can turn it around for this mostly shoddy universe.",[],"Oh right. Aquaman. Liked it! Not dark trash like rest of DCEU, gave me Ragnarok energy (in feel not look). For me, I thought the music was a little weak and I didn't catch a specific theme but I'll have check. 

Hopefully this can turn it around for this mostly shoddy universe.",1
2250,1078976766725816322,1078976121813852160,2018-12-29,dracharryspidey,"I’m the worst wxkssp I finally have plan for New Year’s Eve, I’m going on a 3 days little trip with friends and I’m not so hyped about this anymore, I know it will be fun but idk I don’t have the energy to do this ugh WHY I AM LIKE THIS.",[],"I’m the worst wxkssp I finally have plan for New Year’s Eve, I’m going on a 3 days little trip with friends and I’m not so hyped about this anymore, I know it will be fun but idk I don’t have the energy to do this ugh WHY I AM LIKE THIS.",1
2254,1078928753055518721,1078928753055518721,2018-12-29,alyssaamontiel,"i swear i look more and more like a little boy everyday. i stay in baggy clothes, never show off my figure...homegirl just doesn’t have the time and energy anymore :/",[],"i swear i look more and more like a little boy everyday. i stay in baggy clothes, never show off my figure...homegirl just doesn’t have the time and energy anymore :/",1
2257,1078907750527176705,1078907750527176705,2018-12-29,kaylinroese20,i have WAY too much energy for the little amount of sleep i’ve had in the past 3 days,[],i have WAY too much energy for the little amount of sleep i’ve had in the past 3 days,1
2259,1078889167654768640,1078889167654768640,2018-12-29,nclttlx,How do I have such little energy all the time,[],How do I have such little energy all the time,1
2262,1078873299101331456,1078873299101331456,2018-12-29,franfinenyc,I need to dig deep inside and use whatever little energy I have to finish everything,[],I need to dig deep inside and use whatever little energy I have to finish everything,1
2263,1078864459005739008,1078864459005739008,2018-12-29,deadboydream,Heath Hussar and Zane Hijazi have the BEST friendship. It’s literally the type of energy I want. They’re literally so cute with one another and they have their little coffee talks.,[],Heath Hussar and Zane Hijazi have the BEST friendship. It’s literally the type of energy I want. They’re literally so cute with one another and they have their little coffee talks.,1
