,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,,
340,"1,0788019972042E+018","1,0788019972042E+018",2018-12-29,mysticunigon,"Feeling a bit down tonight. I wish things would look up instead of me going to bed in tears. I have a sinking feeling my birthday is going to be bad, and I'm not looking forward to that. 
   pic.twitter.com/V9kLfW2CXr","['#depression', '#depressed']","Feeling a bit down tonight. I wish things would look up instead of me going to bed in tears. I have a sinking feeling my birthday is going to be bad, and I'm not looking forward to that. 
#Depression #depressed  pic.twitter.com/V9kLfW2CXr",1,,
342,"1,07879047043473E+018","1,07879047043473E+018",2018-12-29,lowerdepression,"When you're  you don't control your thoughts, your thoughts control you.",['#depressed'],"When you're #depressed you don't control your thoughts, your thoughts control you.",1,,
343,"1,07879044349053E+018","1,07879044349053E+018",2018-12-29,musicbatgirl,"Isn't it sad to stay the last friday of the year crying alone in the dark ? 
",['#depressed'],"Isn't it sad to stay the last friday of the year crying alone in the dark ? 
#depressed",1,,
360,"1,0787822710863E+018","1,0787822710863E+018",2018-12-29,mdk5aday,"Sometimes more often than not, ya just don’t wanna be around anymore.  ",['#depressed'],"Sometimes more often than not, ya just don’t wanna be around anymore.  #depressed",1,,
362,"1,07877530733376E+018","1,07877530733376E+018",2018-12-29,bigberrysylveon,Just...fucking...hate myself...and my terrible life...I’d rather die...so everyone would love a better fucking life with out me being in their head... ,['#depressed'],Just...fucking...hate myself...and my terrible life...I’d rather die...so everyone would love a better fucking life with out me being in their head... #depressed,1,,
366,"1,07876721893729E+018","1,07876721893729E+018",2018-12-28,spookychan,Feeling sad again. Nothing feels right.  ,"['#depressed', '#mustdowork']",Feeling sad again. Nothing feels right. #depressed #mustdowork,1,,
375,"1,07875251109439E+018","1,07875251109439E+018",2018-12-28,darkloner3,Wouldn't it be great if I had a preset purpose? I feel like I'm just doing stuff to be comfortable and content until my inevitable death. There should be a specific reason why I exist.   ,"['#sad', '#confused', '#depressed']",Wouldn't it be great if I had a preset purpose? I feel like I'm just doing stuff to be comfortable and content until my inevitable death. There should be a specific reason why I exist. #sad #confused #depressed,1,,
378,"1,07874418795511E+018","1,07874418795511E+018",2018-12-28,bipolar_story,When your nighttime dream of your ex is so beautiful that when you are awake the next day you're  it's not real.  betrayal,"['#depressed', '#dream']",When your nighttime dream of your ex is so beautiful that when you are awake the next day you're #depressed it's not real. #Dream betrayal,1,,
380,"1,07874110179473E+018","1,07874110179473E+018",2018-12-28,bigberrysylveon,Don’t you just...fucking...hate feeling like shit...being depressed...being sad and alone all the time... ,['#depressed'],Don’t you just...fucking...hate feeling like shit...being depressed...being sad and alone all the time... #depressed,1,,
401,"1,07871202240833E+018","1,07871202240833E+018",2018-12-28,yvocapp,"Debería estar viajando o en la playa, esperando el fin de año con mis amigas o con mi familia.. ",['#depressed'],"Debería estar viajando o en la playa, esperando el fin de año con mis amigas o con mi familia.. #depressed",1,,
403,"1,07869867193864E+018","1,07869867193864E+018",2018-12-28,muhammadbello_1,"Suicide doesn't end sadness - it's a major sin, quick way to Hell & shows one didn't have enough trust in Allah the Most Merciful. ",['#depressed'],"Suicide doesn't end sadness - it's a major sin, quick way to Hell & shows one didn't have enough trust in Allah the Most Merciful. #depressed",1,,
404,"1,07869588339746E+018","1,07869588339746E+018",2018-12-28,bodhibroh,"I don’t think there’s anything I can do...  I don’t have goals or dreams. I’m so used to simply trying to exhaustively survive that I have no part of myself able to justify my incessant plodding forward but I have nothing else to do with my time.
  ","['#heartache', '#deadinside', '#depressed']","I don’t think there’s anything I can do...  I don’t have goals or dreams. I’m so used to simply trying to exhaustively survive that I have no part of myself able to justify my incessant plodding forward but I have nothing else to do with my time.
#heartache #deadinside #depressed",1,,
409,"1,07868095904897E+018","1,07868095904897E+018",2018-12-28,ulepaldrich,"Gabi gabi ko nalng naiisip problema ko tang ina
",['#depressed'],"Gabi gabi ko nalng naiisip problema ko tang ina
#depressed",1,,
411,"1,07867910293099E+018","1,07867910293099E+018",2018-12-28,angelbee623,"I just wanted to let you all know that I don't think I'll be doing much drawing these next few days aside from commissions (if I get any at all). I'm still not feeling too well after yesterday and I just can't motivate myself to do any for myself at this time...

",['#depressed'],"I just wanted to let you all know that I don't think I'll be doing much drawing these next few days aside from commissions (if I get any at all). I'm still not feeling too well after yesterday and I just can't motivate myself to do any for myself at this time...

#depressed",1,,
413,"1,07867326619214E+018","1,07867326619214E+018",2018-12-28,mae_brooke,Anyone else already SO over today?   ,"['#depressed', '#notfeelingit', '#lazyday']",Anyone else already SO over today? #depressed #notfeelingit #lazyday,1,,
414,"1,07867240958105E+018","1,07867240958105E+018",2018-12-28,lt_realmcreator,Severely  giving up on everything and not doing ANYTHING i DON'T want to do including medical tests i have nobody to truly be around for if something is seriously wrong with me so forget it,['#depressed'],Severely #depressed giving up on everything and not doing ANYTHING i DON'T want to do including medical tests i have nobody to truly be around for if something is seriously wrong with me so forget it,1,,
417,"1,07866994540222E+018","1,07866994540222E+018",2018-12-28,dev_geetha,"God is with you, He is in you, and He is for you. 
Maybe, this year has been hard. There were too many miseries. But we do not lose hope. Our God will come through for us at the right time.   pic.twitter.com/emxFWBbJcf",['#depressed'],"God is with you, He is in you, and He is for you. 
Maybe, this year has been hard. There were too many miseries. But we do not lose hope. Our God will come through for us at the right time. #depressed  pic.twitter.com/emxFWBbJcf",1,,
425,"1,07864679205987E+018","1,07864679205987E+018",2018-12-28,ayahvelasco,"Yung malaki ka na pero di ka parin pinapayagan maligo sa ulan. :( Mas xad don kung lumaki ba talaga ako.😢🙁
",['#depressed'],"Yung malaki ka na pero di ka parin pinapayagan maligo sa ulan. :( Mas xad don kung lumaki ba talaga ako.😢🙁
#depressed",1,,
429,"1,07862949508552E+018","1,07862949508552E+018",2018-12-28,itsmeaynah,"Nakailang retweet na ako wala paring laman wallet ko.

 ","['#deactivate', '#depressed']","Nakailang retweet na ako wala paring laman wallet ko.

#deactivate #depressed",1,,
434,"1,07858167694982E+018","1,07858167694982E+018",2018-12-28,_itsjustparis,This is the one point of my life where I feel like nothing is going right and o just feel like I’m at an complete all time low ,['#depressed'],This is the one point of my life where I feel like nothing is going right and o just feel like I’m at an complete all time low #depressed,1,,
445,"1,07851821759585E+018","1,07851821759585E+018",2018-12-28,darkloner3,Anyone else obsessed with finding a point to life but can't?   ,"['#depressed', '#sad', '#confused']",Anyone else obsessed with finding a point to life but can't? #depressed #sad #confused,1,,
447,"1,07851468364728E+018","1,07850954241627E+018",2018-12-28,paperhoshi,then i’d literally have no friends and become ,['#depressed'],then i’d literally have no friends and become #depressed,1,,
451,"1,07850477195747E+018","1,07850158798161E+018",2018-12-28,1avoe,february 2k18 i was  but pretty  pic.twitter.com/mkjeSXqvvB,['#depressed'],february 2k18 i was #depressed but pretty  pic.twitter.com/mkjeSXqvvB,1,,
452,"1,07850440951502E+018","1,07850440951502E+018",2018-12-28,detroit1051,"Aw, shit.  Went to get my mail in senior apartment's clubhouse and saw note about my first neighbor here.  Not even 70, and he's gone.  Smartest, nicest guy I've met here. He lived most of his life in Manhattan.  Absolutely brilliant. ",['#depressed'],"Aw, shit.  Went to get my mail in senior apartment's clubhouse and saw note about my first neighbor here.  Not even 70, and he's gone.  Smartest, nicest guy I've met here. He lived most of his life in Manhattan.  Absolutely brilliant. #Depressed",1,,
455,"1,07849619035681E+018","1,07849619035681E+018",2018-12-28,onelemon3, don't feel closed with my best friend anymore.we're uesed to be the one that most important to each other and now we have  less contact.I think she doesn't understand me and  I unwilling to talk to her .Finally she just turns to a acquainted stranger not real friend!,[],#Depressed#I don't feel closed with my best friend anymore.we're uesed to be the one that most important to each other and now we have  less contact.I think she doesn't understand me and  I unwilling to talk to her .Finally she just turns to a acquainted stranger not real friend!,1,,
456,"1,07849218472115E+018","1,07849218472115E+018",2018-12-28,natures_hum,"Did you know smiling stimulates the release of neuropeptides which work toward fighting off ? Neuropeptides are tiny molecules that allow nerve cells to communicate. They facilitate messaging to the whole body when we are happy, sad, angry, , or excited.  pic.twitter.com/Gl2r3ktK9S","['#stress', '#depressed', '#smiles']","Did you know smiling stimulates the release of neuropeptides which work toward fighting off #stress? Neuropeptides are tiny molecules that allow nerve cells to communicate. They facilitate messaging to the whole body when we are happy, sad, angry, #depressed, or excited. #smiles pic.twitter.com/Gl2r3ktK9S",1,,
457,"1,0784876795981E+018","1,0784876795981E+018",2018-12-28,namelessbanana,I took a shower today and I don’t think anyone knows how big of an achievement that is for me right now.   ,"['#depression', '#depressed', '#ugh']",I took a shower today and I don’t think anyone knows how big of an achievement that is for me right now. #depression #depressed #ugh,1,,
458,"1,07848459724625E+018","1,07848459724625E+018",2018-12-28,scaredandalone2,What if I am a burden. ,['#depressed'],What if I am a burden. #depressed,1,,
459,"1,07848124078784E+018","1,07848124078784E+018",2018-12-28,ttheformat,sore thumb by the format was my  anthem and I’m listening to it right now and it’s bringing back some memories,['#depressed'],sore thumb by the format was my #depressed anthem and I’m listening to it right now and it’s bringing back some memories,1,,
460,"1,07848109210408E+018","1,07848109210408E+018",2018-12-28,imdesdemona,I got an Apple Watch for Christmas and I lost the box it came in along with the charger and extra band😭🙃 ,['#depressed'],I got an Apple Watch for Christmas and I lost the box it came in along with the charger and extra band😭🙃 #depressed,1,,
463,"1,07847641950262E+018","1,07847641950262E+018",2018-12-28,brokenheartig,"Maybe I’m too complicated to be loved...💔
  ","['#brokenheart', '#depression', '#depressed']","Maybe I’m too complicated to be loved...💔
#brokenheart #depression #depressed",1,,
465,"1,07845892889414E+018","1,07845892889414E+018",2018-12-28,graceleecho,Yesterday I went to Safeway for some flaming hot Cheetos puffs... they don’t sell them at my local Safeway.... ,['#depressed'],Yesterday I went to Safeway for some flaming hot Cheetos puffs... they don’t sell them at my local Safeway.... #depressed,1,,
466,"1,07845842002876E+018","1,07845842002876E+018",2018-12-28,alwaysgoiden,sorry to all the mutual who have tried to dm me i am  and can’t hold a conversation,['#depressed'],sorry to all the mutual who have tried to dm me i am #depressed and can’t hold a conversation,1,,
467,"1,07845758363822E+018","1,07845758363822E+018",2018-12-28,catwngs,"Depression sucks...
I feel like I’m at the lowest point of my life.   pic.twitter.com/U4sfjCg6D4","['#depressed', '#wanttodie']","Depression sucks...
I feel like I’m at the lowest point of my life. #depressed #wanttodie pic.twitter.com/U4sfjCg6D4",1,,
469,"1,07844976504463E+018","1,07844976504463E+018",2018-12-28,yo_itssamantha,literally my only chance to get out is ruined ,['#depressed'],literally my only chance to get out is ruined #depressed,1,,
474,"1,07841374309101E+018","1,07841374309101E+018",2018-12-28,kit_featherbed,I think there is something really wrong with me. Always been a   but these days I really cannot be bothered to have friends. It all feels like too much effort.,"['#depressed', '#introvert']",I think there is something really wrong with me. Always been a #depressed #introvert but these days I really cannot be bothered to have friends. It all feels like too much effort.,1,,
